playerID,yearID,stint,teamID,lgID,babip_ab_against,h_hr_actual,MLB pBABIP,career_babip_actual_500_ab_minimum,1yr_babip_actual_100_ab_minimum,3yr_babip_actual_300_ab_minimum,5yr_babip_actual_500_ab_minimum,career_babip_aactual_500_ab_minimum_Relative,1yr_babip_aactual_100_ab_minimum_Relative,3yr_babip_actual_300_ab_minimum_Relative,5yr_babip_actual_500_ab_minimum_Relative,career_babip_actual_1000_ab_minimum,1yr_babip_actual_200_ab_minimum,3yr_babip_actual_600_ab_minimum,5yr_babip_actual_1000_ab_minimum,career_babip_actual_1000_ab_minimum_Relative,1yr_babip_actual_200_ab_minimum_Relative,3yr_babip_actual_600_ab_minimum_Relative,5yr_babip_actual_1000_ab_minimum_Relative,ros_team_id,hist_id,hist_team_id,ros_player_id
ishitsh01,1968,1,SKA,AL,931,224,0.295,0.27,0.285,0.3,0.265,0.915,0.967,1.016,0.899,0.27,0.285,0.3,0.265,0.915,0.967,1.016,0.899,,,,
ishitsh01,1969,1,ATM,AL,768,198,0.295,0.27,0.307,0.313,0.263,0.915,1.039,1.061,0.892,0.27,0.307,0.313,0.263,0.915,1.039,1.061,0.892,,,,
ishitsh01,1970,1,YKA,AL,425,132,0.295,0.27,0.361,0.337,0.269,0.915,1.223,1.141,0.912,0.27,0.361,0.337,0.269,0.915,1.223,1.141,0.912,,,,
ishiyta01,2013,1,YKS,AL,192,52,0.295,0.272,0.409,0.377,0.295,0.921,1.388,1.277,1.0,0.272,0.409,0.377,0.295,0.921,1.388,1.277,1.0,,,,
ishiyta01,2014,1,YKS,AL,360,96,0.295,0.272,0.361,0.377,0.268,0.921,1.223,1.278,0.909,0.272,0.361,0.377,0.268,0.921,1.223,1.278,0.909,,,,
ishiyta01,2015,1,YKS,AL,367,111,0.295,0.272,0.394,0.398,0.282,0.921,1.334,1.35,0.955,0.272,0.394,0.398,0.282,0.921,1.334,1.35,0.955,,,,
ishiyta01,2016,1,YKS,AL,52,21,0.295,0.272,0.45,0.429,0.288,0.921,1.525,1.455,0.978,0.272,0.45,0.429,0.288,0.921,1.525,1.455,0.978,,,,
ishiyta01,2017,1,YKS,AL,225,58,0.295,0.272,0.403,0.397,0.283,0.921,1.365,1.345,0.958,0.272,0.403,0.397,0.283,0.921,1.365,1.345,0.958,,,,
ishiyta01,2018,1,YKS,AL,243,57,0.295,0.272,0.326,0.351,0.275,0.921,1.104,1.189,0.932,0.272,0.326,0.351,0.275,0.921,1.104,1.189,0.932,,,,
ishiyta01,2019,1,YKS,AL,108,28,0.295,0.272,0.373,0.379,0.276,0.921,1.266,1.285,0.937,0.272,0.373,0.379,0.276,0.921,1.266,1.285,0.937,,,,
ishiyta01,2020,1,YKS,AL,147,40,0.295,0.272,0.45,0.431,0.263,0.921,1.525,1.462,0.892,0.272,0.45,0.431,0.263,0.921,1.525,1.462,0.892,,,,
ishiyta01,2021,1,YKS,AL,181,48,0.295,0.272,0.432,0.415,0.256,0.921,1.466,1.405,0.866,0.272,0.432,0.415,0.256,0.921,1.466,1.405,0.866,,,,
ishiyta01,2022,1,YKS,AL,118,27,0.295,0.272,0.325,0.368,0.251,0.921,1.103,1.248,0.851,0.272,0.325,0.368,0.251,0.921,1.103,1.248,0.851,,,,
ishiyta01,2023,1,YKS,AL,155,48,0.295,0.272,0.432,0.415,0.269,0.921,1.466,1.405,0.913,0.272,0.432,0.415,0.269,0.921,1.466,1.405,0.913,,,,
ishiyta01,2024,1,YKS,AL,136,51,0.295,0.272,0.45,0.399,0.29,0.921,1.525,1.354,0.984,0.272,0.45,0.399,0.29,0.921,1.525,1.354,0.984,,,,
ishiyta01,2025,1,YKS,AL,134,20,0.295,0.272,0.215,0.278,0.268,0.921,0.729,0.942,0.908,0.272,0.215,0.278,0.268,0.921,0.729,0.942,0.908,,,,
ishizma02,1955,1,TBU,NL,18,1,0.295,0.295,0.15,0.208,0.295,1.0,0.508,0.705,1.0,0.295,0.15,0.208,0.295,1.0,0.508,0.705,1.0,,,,
ishizts01,2015,1,HNT,AL,37,11,0.295,0.295,0.44,0.364,0.295,1.0,1.492,1.235,1.0,0.295,0.44,0.364,0.295,1.0,1.492,1.235,1.0,,,,
ishizts01,2016,1,HNT,AL,35,6,0.295,0.295,0.207,0.256,0.295,1.0,0.701,0.869,1.0,0.295,0.207,0.256,0.295,1.0,0.701,0.869,1.0,,,,
ishizts01,2017,1,HNT,AL,101,15,0.295,0.295,0.221,0.24,0.295,1.0,0.748,0.815,1.0,0.295,0.221,0.24,0.295,1.0,0.748,0.815,1.0,,,,
ishizts01,2018,1,HNT,AL,49,8,0.295,0.295,0.333,0.334,0.295,1.0,1.13,1.133,1.0,0.295,0.333,0.334,0.295,1.0,1.13,1.133,1.0,,,,
ishizts01,2019,1,HNT,AL,6,4,0.295,0.295,0.45,0.417,0.295,1.0,1.525,1.412,1.0,0.295,0.45,0.417,0.295,1.0,1.525,1.412,1.0,,,,
ishizts01,2019,2,LTM,NL,6,4,0.295,0.295,0.45,0.417,0.295,1.0,1.525,1.412,1.0,0.295,0.45,0.417,0.295,1.0,1.525,1.412,1.0,,,,
ishizts01,2020,1,LTM,NL,46,10,0.295,0.295,0.4,0.389,0.295,1.0,1.356,1.319,1.0,0.295,0.4,0.389,0.295,1.0,1.356,1.319,1.0,,,,
ishizts01,2021,1,LTM,NL,0,0,0.295,0.295,0.295,0.316,0.295,1.0,1.0,1.071,1.0,0.295,0.295,0.316,0.295,1.0,1.0,1.071,1.0,,,,
isots01,1998,1,LTM,NL,183,48,0.295,0.295,0.353,0.349,0.295,1.0,1.196,1.185,1.0,0.295,0.353,0.349,0.295,1.0,1.196,1.185,1.0,,,,
isots01,1999,1,LTM,NL,133,37,0.295,0.295,0.394,0.36,0.295,1.0,1.334,1.221,1.0,0.295,0.394,0.36,0.295,1.0,1.334,1.221,1.0,,,,
isots01,2000,1,LTM,NL,19,4,0.295,0.295,0.267,0.305,0.295,1.0,0.904,1.035,1.0,0.295,0.267,0.305,0.295,1.0,0.904,1.035,1.0,,,,
isots01,2001,1,LTM,NL,6,2,0.295,0.295,0.333,0.312,0.295,1.0,1.13,1.059,1.0,0.295,0.333,0.312,0.295,1.0,1.13,1.059,1.0,,,,
isots01,2002,1,LTM,NL,0,0,0.295,0.295,0.295,0.303,0.295,1.0,1.0,1.026,1.0,0.295,0.295,0.303,0.295,1.0,1.0,1.026,1.0,,,,
itakuma01,1948,1,KSS,NL,31,11,0.295,0.295,0.407,0.362,0.295,1.0,1.381,1.229,1.0,0.295,0.407,0.362,0.295,1.0,1.381,1.229,1.0,,,,
itakuma01,1949,1,DES,NL,0,0,0.295,0.295,0.295,0.317,0.295,1.0,1.0,1.076,1.0,0.295,0.295,0.317,0.295,1.0,1.0,1.076,1.0,,,,
itakuma01,1950,1,DES,NL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
itakuma01,1951,1,DES,NL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
itakuma01,1952,1,DES,NL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
itakuma01,1953,1,DES,NL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
itakuma01,1954,1,TKU,NL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
itoak01,1986,1,YKS,AL,412,119,0.295,0.282,0.368,0.349,0.295,0.957,1.249,1.185,1.0,0.282,0.368,0.349,0.295,0.957,1.249,1.185,1.0,,,,
itoak01,1987,1,YKS,AL,646,185,0.295,0.282,0.347,0.35,0.287,0.957,1.177,1.187,0.974,0.282,0.347,0.35,0.287,0.957,1.177,1.187,0.974,,,,
itoak01,1988,1,YKS,AL,404,110,0.295,0.282,0.342,0.357,0.283,0.957,1.158,1.21,0.96,0.282,0.342,0.357,0.283,0.957,1.158,1.21,0.96,,,,
itoak01,1989,1,YKS,AL,335,117,0.295,0.282,0.413,0.406,0.295,0.957,1.401,1.378,1.002,0.282,0.413,0.406,0.295,0.957,1.401,1.378,1.002,,,,
itoak01,1990,1,YKS,AL,30,10,0.295,0.282,0.45,0.412,0.296,0.957,1.525,1.396,1.004,0.282,0.45,0.412,0.296,0.957,1.525,1.396,1.004,,,,
itoak01,1991,1,YKS,AL,0,0,0.295,0.282,0.295,0.327,0.298,0.957,1.0,1.11,1.011,0.282,0.295,0.327,0.298,0.957,1.0,1.11,1.011,,,,
itoak01,1992,1,YKS,AL,481,115,0.295,0.282,0.302,0.302,0.282,0.957,1.023,1.024,0.955,0.282,0.302,0.302,0.282,0.957,1.023,1.024,0.955,,,,
itoak01,1993,1,YKS,AL,573,142,0.295,0.282,0.309,0.32,0.271,0.957,1.049,1.086,0.917,0.282,0.309,0.32,0.271,0.957,1.049,1.086,0.917,,,,
itoak01,1994,1,YKS,AL,513,156,0.295,0.282,0.371,0.352,0.265,0.957,1.259,1.192,0.898,0.282,0.371,0.352,0.265,0.957,1.259,1.192,0.898,,,,
itoak01,1995,1,YKS,AL,332,93,0.295,0.282,0.335,0.341,0.266,0.957,1.134,1.156,0.903,0.282,0.335,0.341,0.266,0.957,1.134,1.156,0.903,,,,
itoak01,1996,1,YKS,AL,239,67,0.295,0.282,0.33,0.334,0.268,0.957,1.119,1.132,0.908,0.282,0.33,0.334,0.268,0.957,1.119,1.132,0.908,,,,
itoak01,1997,1,YKS,AL,130,38,0.295,0.282,0.345,0.349,0.278,0.957,1.171,1.183,0.941,0.282,0.345,0.349,0.278,0.957,1.171,1.183,0.941,,,,
itoak01,1998,1,YKS,AL,152,47,0.295,0.282,0.379,0.356,0.294,0.957,1.285,1.205,0.995,0.282,0.379,0.356,0.294,0.957,1.285,1.205,0.995,,,,
itoat01,1988,1,HKB,NL,161,50,0.295,0.27,0.4,0.369,0.295,0.914,1.356,1.252,1.0,0.27,0.4,0.369,0.295,0.914,1.356,1.252,1.0,,,,
itoat01,1989,1,ORB,NL,181,51,0.295,0.27,0.352,0.362,0.295,0.914,1.192,1.228,1.0,0.27,0.352,0.362,0.295,0.914,1.192,1.228,1.0,,,,
itoat01,1990,1,ORB,NL,385,115,0.295,0.27,0.356,0.344,0.297,0.914,1.207,1.166,1.007,0.27,0.356,0.344,0.297,0.914,1.207,1.166,1.007,,,,
itoat01,1991,1,OBW,NL,521,122,0.295,0.27,0.3,0.318,0.271,0.914,1.019,1.078,0.918,0.27,0.3,0.318,0.271,0.914,1.019,1.078,0.918,,,,
itoat01,1992,1,OBW,NL,632,173,0.295,0.27,0.333,0.339,0.272,0.914,1.128,1.149,0.921,0.27,0.333,0.339,0.272,0.914,1.128,1.149,0.921,,,,
itoat01,1993,1,OBW,NL,178,59,0.295,0.27,0.396,0.394,0.274,0.914,1.342,1.336,0.929,0.27,0.396,0.394,0.274,0.914,1.342,1.336,0.929,,,,
itoat01,1994,1,OBW,NL,50,17,0.295,0.27,0.45,0.439,0.275,0.914,1.525,1.489,0.933,0.27,0.45,0.439,0.275,0.914,1.525,1.489,0.933,,,,
itoat01,1995,1,YBS,AL,150,53,0.295,0.27,0.45,0.45,0.277,0.914,1.525,1.525,0.939,0.27,0.45,0.45,0.277,0.914,1.525,1.525,0.939,,,,
itoat01,1996,1,YBS,AL,18,6,0.295,0.27,0.45,0.405,0.3,0.914,1.525,1.373,1.016,0.27,0.45,0.405,0.3,0.914,1.525,1.373,1.016,,,,
itoat01,1997,1,HNT,AL,256,45,0.295,0.27,0.225,0.3,0.276,0.914,0.763,1.016,0.936,0.27,0.225,0.3,0.276,0.914,0.763,1.016,0.936,,,,
itoat01,1998,1,HNT,AL,176,50,0.295,0.27,0.373,0.341,0.263,0.914,1.265,1.157,0.892,0.27,0.373,0.341,0.263,0.914,1.265,1.157,0.892,,,,
itoat01,1999,1,HNT,AL,222,63,0.295,0.27,0.362,0.357,0.264,0.914,1.227,1.211,0.895,0.27,0.362,0.357,0.264,0.914,1.227,1.211,0.895,,,,
itoat01,2000,1,HNT,AL,223,61,0.295,0.27,0.326,0.32,0.251,0.914,1.106,1.085,0.852,0.27,0.326,0.32,0.251,0.914,1.106,1.085,0.852,,,,
itoat01,2001,1,HNT,AL,149,32,0.295,0.27,0.26,0.268,0.245,0.914,0.882,0.908,0.829,0.27,0.26,0.268,0.245,0.914,0.882,0.908,0.829,,,,
itoat01,2002,1,HNT,AL,74,13,0.295,0.27,0.232,0.25,0.259,0.914,0.787,0.849,0.88,0.27,0.232,0.25,0.259,0.914,0.787,0.849,0.88,,,,
itofu02,1978,1,HNT,AL,133,44,0.295,0.289,0.449,0.418,0.295,0.98,1.522,1.417,1.0,0.289,0.449,0.418,0.295,0.98,1.522,1.417,1.0,,,,
itofu02,1979,1,HNT,AL,176,64,0.295,0.289,0.448,0.419,0.295,0.98,1.517,1.42,1.0,0.289,0.448,0.419,0.295,0.98,1.517,1.42,1.0,,,,
itofu02,1980,1,HNT,AL,310,76,0.295,0.289,0.303,0.341,0.297,0.98,1.026,1.156,1.008,0.289,0.303,0.341,0.297,0.98,1.026,1.156,1.008,,,,
itofu02,1981,1,HNT,AL,485,133,0.295,0.289,0.349,0.341,0.287,0.98,1.183,1.156,0.973,0.289,0.349,0.341,0.287,0.98,1.183,1.156,0.973,,,,
itofu02,1982,1,HNT,AL,523,151,0.295,0.289,0.354,0.362,0.288,0.98,1.202,1.229,0.975,0.289,0.354,0.362,0.288,0.98,1.202,1.229,0.975,,,,
itofu02,1983,1,HNT,AL,382,120,0.295,0.289,0.4,0.386,0.29,0.98,1.356,1.307,0.983,0.289,0.4,0.386,0.29,0.98,1.356,1.307,0.983,,,,
itofu02,1984,1,HNT,AL,497,147,0.295,0.289,0.374,0.374,0.285,0.98,1.268,1.269,0.967,0.289,0.374,0.374,0.285,0.98,1.268,1.269,0.967,,,,
itofu02,1985,1,HNT,AL,381,107,0.295,0.289,0.35,0.353,0.29,0.98,1.185,1.198,0.983,0.289,0.35,0.353,0.29,0.98,1.185,1.198,0.983,,,,
itofu02,1986,1,HNT,AL,458,122,0.295,0.289,0.344,0.358,0.289,0.98,1.165,1.215,0.979,0.289,0.344,0.358,0.289,0.98,1.165,1.215,0.979,,,,
itofu02,1987,1,HNT,AL,240,74,0.295,0.289,0.411,0.355,0.291,0.98,1.394,1.203,0.987,0.289,0.411,0.355,0.291,0.98,1.394,1.203,0.987,,,,
itofu02,1988,1,HNT,AL,93,15,0.295,0.289,0.197,0.27,0.279,0.98,0.669,0.917,0.944,0.289,0.197,0.27,0.279,0.98,0.669,0.917,0.944,,,,
itofu02,1989,1,HNT,AL,356,104,0.295,0.289,0.349,0.332,0.276,0.98,1.183,1.127,0.936,0.289,0.349,0.332,0.276,0.98,1.183,1.127,0.936,,,,
itofu02,1990,1,HNT,AL,222,74,0.295,0.289,0.418,0.351,0.284,0.98,1.417,1.189,0.963,0.289,0.418,0.351,0.284,0.98,1.417,1.189,0.963,,,,
itofu02,1991,1,HNT,AL,3,0,0.295,0.289,0.15,0.233,0.292,0.98,0.508,0.789,0.99,0.289,0.15,0.233,0.292,0.98,0.508,0.789,0.99,,,,
itogary01,2024,1,SBL,NL,12,5,0.295,0.295,0.45,0.368,0.295,1.0,1.525,1.248,1.0,0.295,0.45,0.368,0.295,1.0,1.525,1.248,1.0,,,,
itogary01,2025,1,SBL,NL,61,8,0.295,0.295,0.195,0.266,0.295,1.0,0.661,0.902,1.0,0.295,0.195,0.266,0.295,1.0,0.661,0.902,1.0,,,,
itohi01,2007,1,YKS,AL,19,10,0.295,0.295,0.45,0.419,0.295,1.0,1.525,1.42,1.0,0.295,0.45,0.419,0.295,1.0,1.525,1.42,1.0,,,,
itohi01,2008,1,YKS,AL,3,4,0.295,0.295,0.45,0.419,0.295,1.0,1.525,1.42,1.0,0.295,0.45,0.419,0.295,1.0,1.525,1.42,1.0,,,,
itohi03,1967,1,CHD,AL,116,27,0.295,0.26,0.287,0.308,0.295,0.883,0.974,1.046,1.0,0.26,0.287,0.308,0.295,0.883,0.974,1.046,1.0,,,,
itohi03,1968,1,CHD,AL,111,32,0.295,0.26,0.386,0.349,0.295,0.883,1.307,1.181,1.0,0.26,0.386,0.349,0.295,0.883,1.307,1.181,1.0,,,,
itohi03,1969,1,CHD,AL,487,112,0.295,0.26,0.299,0.318,0.239,0.883,1.012,1.077,0.812,0.26,0.299,0.318,0.239,0.883,1.012,1.077,0.812,,,,
itohi03,1970,1,CHD,AL,432,107,0.295,0.26,0.307,0.306,0.243,0.883,1.042,1.038,0.822,0.26,0.307,0.306,0.243,0.883,1.042,1.038,0.822,,,,
itohi03,1971,1,CHD,AL,690,174,0.295,0.26,0.31,0.326,0.246,0.883,1.051,1.104,0.835,0.26,0.31,0.326,0.246,0.883,1.051,1.104,0.835,,,,
itohi03,1972,1,CHD,AL,231,71,0.295,0.26,0.39,0.358,0.254,0.883,1.322,1.214,0.862,0.26,0.39,0.358,0.254,0.883,1.322,1.214,0.862,,,,
itohi03,1973,1,CHD,AL,250,65,0.295,0.26,0.31,0.354,0.253,0.883,1.049,1.199,0.858,0.26,0.31,0.354,0.253,0.883,1.049,1.199,0.858,,,,
itohi03,1974,1,CHD,AL,58,26,0.295,0.26,0.45,0.419,0.267,0.883,1.525,1.422,0.904,0.26,0.45,0.419,0.267,0.883,1.525,1.422,0.904,,,,
itohi03,1975,1,TPL,NL,37,14,0.295,0.26,0.438,0.412,0.276,0.883,1.483,1.395,0.937,0.26,0.438,0.412,0.276,0.883,1.483,1.395,0.937,,,,
itohju01,2009,1,CHD,AL,3,0,0.295,0.299,0.15,0.21,0.295,1.014,0.508,0.711,1.0,0.299,0.15,0.21,0.295,1.014,0.508,0.711,1.0,,,,
itohju01,2010,1,CHD,AL,46,10,0.295,0.299,0.303,0.293,0.295,1.014,1.027,0.994,1.0,0.299,0.303,0.293,0.295,1.014,1.027,0.994,1.0,,,,
itohju01,2011,1,CHD,AL,140,46,0.295,0.299,0.407,0.335,0.295,1.014,1.38,1.135,1.0,0.299,0.407,0.335,0.295,1.014,1.38,1.135,1.0,,,,
itohju01,2012,1,CHD,AL,31,3,0.295,0.299,0.15,0.23,0.295,1.014,0.508,0.781,1.0,0.299,0.15,0.23,0.295,1.014,0.508,0.781,1.0,,,,
itohju01,2013,1,CHD,AL,0,0,0.295,0.299,0.295,0.297,0.295,1.014,1.0,1.007,1.0,0.299,0.295,0.297,0.295,1.014,1.0,1.007,1.0,,,,
itohju01,2014,1,CHD,AL,127,45,0.295,0.299,0.45,0.419,0.295,1.014,1.525,1.42,1.0,0.299,0.45,0.419,0.295,1.014,1.525,1.42,1.0,,,,
itohju01,2015,1,CHD,AL,20,9,0.295,0.299,0.45,0.442,0.295,1.014,1.525,1.497,1.0,0.299,0.45,0.442,0.295,1.014,1.525,1.497,1.0,,,,
itohju01,2016,1,CHD,AL,63,20,0.295,0.299,0.408,0.41,0.295,1.014,1.384,1.389,1.0,0.299,0.408,0.41,0.295,1.014,1.384,1.389,1.0,,,,
itohju01,2017,1,CHD,AL,206,54,0.295,0.299,0.375,0.366,0.295,1.014,1.271,1.241,1.0,0.299,0.375,0.366,0.295,1.014,1.271,1.241,1.0,,,,
itohju01,2018,1,CHD,AL,45,11,0.295,0.299,0.297,0.343,0.295,1.014,1.008,1.164,1.0,0.299,0.297,0.343,0.295,1.014,1.008,1.164,1.0,,,,
itohju01,2019,1,CHD,AL,4,7,0.295,0.299,0.45,0.388,0.295,1.014,1.525,1.317,1.0,0.299,0.45,0.388,0.295,1.014,1.525,1.317,1.0,,,,
itohju01,2020,1,CHD,AL,0,0,0.295,0.299,0.295,0.326,0.295,1.014,1.0,1.105,1.0,0.299,0.295,0.326,0.295,1.014,1.0,1.105,1.0,,,,
itohka02,2012,1,HNT,AL,13,7,0.295,0.295,0.45,0.388,0.295,1.0,1.525,1.315,1.0,0.295,0.45,0.388,0.295,1.0,1.525,1.315,1.0,,,,
itohka02,2013,1,HNT,AL,0,0,0.295,0.295,0.295,0.334,0.295,1.0,1.0,1.131,1.0,0.295,0.295,0.334,0.295,1.0,1.0,1.131,1.0,,,,
itohka02,2014,1,HNT,AL,33,7,0.295,0.295,0.333,0.318,0.295,1.0,1.13,1.078,1.0,0.295,0.333,0.318,0.295,1.0,1.13,1.078,1.0,,,,
itohka02,2015,1,HNT,AL,0,0,0.295,0.295,0.295,0.334,0.295,1.0,1.0,1.131,1.0,0.295,0.295,0.334,0.295,1.0,1.0,1.131,1.0,,,,
itohka02,2016,1,HNT,AL,24,9,0.295,0.295,0.45,0.409,0.295,1.0,1.525,1.386,1.0,0.295,0.45,0.409,0.295,1.0,1.525,1.386,1.0,,,,
itohka02,2017,1,HNT,AL,41,12,0.295,0.295,0.4,0.394,0.295,1.0,1.356,1.334,1.0,0.295,0.4,0.394,0.295,1.0,1.356,1.334,1.0,,,,
itohka02,2018,1,HNT,AL,70,14,0.295,0.295,0.318,0.33,0.295,1.0,1.079,1.118,1.0,0.295,0.318,0.33,0.295,1.0,1.079,1.118,1.0,,,,
itohka02,2019,1,HNT,AL,0,0,0.295,0.295,0.295,0.286,0.295,1.0,1.0,0.971,1.0,0.295,0.295,0.286,0.295,1.0,1.0,0.971,1.0,,,,
itohka02,2020,1,HNT,AL,50,8,0.295,0.295,0.229,0.255,0.295,1.0,0.775,0.865,1.0,0.295,0.229,0.255,0.295,1.0,0.775,0.865,1.0,,,,
itohka02,2021,1,HNT,AL,0,0,0.295,0.295,0.295,0.282,0.295,1.0,1.0,0.955,1.0,0.295,0.295,0.282,0.295,1.0,1.0,0.955,1.0,,,,
itohma01,2023,1,RKE,NL,72,17,0.295,0.295,0.274,0.314,0.295,1.0,0.929,1.063,1.0,0.295,0.274,0.314,0.295,1.0,0.929,1.063,1.0,,,,
itohma01,2024,1,RKE,NL,18,7,0.295,0.295,0.45,0.381,0.295,1.0,1.525,1.292,1.0,0.295,0.45,0.381,0.295,1.0,1.525,1.292,1.0,,,,
itohma01,2025,1,CHD,AL,37,9,0.295,0.295,0.281,0.318,0.295,1.0,0.953,1.077,1.0,0.295,0.281,0.318,0.295,1.0,0.953,1.077,1.0,,,,
itohma02,2021,1,HNT,AL,463,104,0.295,0.249,0.282,0.291,0.295,0.843,0.955,0.986,1.0,0.249,0.282,0.291,0.295,0.843,0.955,0.986,1.0,,,,
itohma02,2022,1,HNT,AL,450,109,0.295,0.249,0.313,0.303,0.233,0.843,1.062,1.026,0.791,0.249,0.313,0.303,0.233,0.843,1.062,1.026,0.791,,,,
itohma02,2023,1,HNT,AL,483,112,0.295,0.249,0.292,0.32,0.233,0.843,0.989,1.085,0.789,0.249,0.292,0.32,0.233,0.843,0.989,1.085,0.789,,,,
itohma02,2024,1,HNT,AL,244,85,0.295,0.249,0.413,0.366,0.25,0.843,1.399,1.241,0.847,0.249,0.413,0.366,0.25,0.843,1.399,1.241,0.847,,,,
itohma02,2025,1,HNT,AL,290,70,0.295,0.249,0.3,0.322,0.249,0.843,1.018,1.091,0.843,0.249,0.3,0.322,0.249,0.843,1.018,1.091,0.843,,,,
itohsh01,2018,1,SBL,NL,86,25,0.295,0.295,0.347,0.342,0.295,1.0,1.177,1.16,1.0,0.295,0.347,0.342,0.295,1.0,1.177,1.16,1.0,,,,
itohsh01,2019,1,SBL,NL,19,6,0.295,0.295,0.375,0.368,0.295,1.0,1.271,1.249,1.0,0.295,0.375,0.368,0.295,1.0,1.271,1.249,1.0,,,,
itohsh01,2020,1,SBL,NL,94,27,0.295,0.295,0.37,0.38,0.295,1.0,1.254,1.289,1.0,0.295,0.37,0.38,0.295,1.0,1.254,1.289,1.0,,,,
itohsh01,2021,1,SBL,NL,59,20,0.295,0.295,0.417,0.383,0.295,1.0,1.412,1.298,1.0,0.295,0.417,0.383,0.295,1.0,1.412,1.298,1.0,,,,
itohsh01,2022,1,SBL,NL,0,0,0.295,0.295,0.295,0.319,0.295,1.0,1.0,1.082,1.0,0.295,0.295,0.319,0.295,1.0,1.0,1.082,1.0,,,,
itohsh01,2023,1,SBL,NL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
itohsh01,2024,1,SBL,NL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
itohyu01,2021,1,YMG,AL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
itohyu01,2022,1,YMG,AL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
itohyu01,2023,1,YMG,AL,0,0,0.295,0.295,0.295,0.286,0.295,1.0,1.0,0.969,1.0,0.295,0.295,0.286,0.295,1.0,1.0,0.969,1.0,,,,
itohyu01,2024,1,YMG,AL,28,5,0.295,0.295,0.25,0.253,0.295,1.0,0.847,0.859,1.0,0.295,0.25,0.253,0.295,1.0,0.847,0.859,1.0,,,,
itohyu01,2025,1,SBH,NL,23,4,0.295,0.295,0.222,0.242,0.295,1.0,0.753,0.821,1.0,0.295,0.222,0.242,0.295,1.0,0.753,0.821,1.0,,,,
itois01,1967,1,NSL,NL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
itois01,1968,1,NSL,NL,0,0,0.295,0.295,0.295,0.324,0.295,1.0,1.0,1.098,1.0,0.295,0.295,0.324,0.295,1.0,1.0,1.098,1.0,,,,
itois01,1969,1,NSL,NL,75,29,0.295,0.295,0.439,0.413,0.295,1.0,1.489,1.399,1.0,0.295,0.439,0.413,0.295,1.0,1.489,1.399,1.0,,,,
itois01,1970,1,NSL,NL,45,18,0.295,0.295,0.45,0.417,0.295,1.0,1.525,1.413,1.0,0.295,0.45,0.417,0.295,1.0,1.525,1.413,1.0,,,,
itokake01,2007,1,NPH,NL,0,0,0.295,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,0.295,0.295,0.295,0.295,1.0,1.0,1.0,1.0,,,,
itokake01,2008,1,NPH,NL,0,0,0.295,0.295,0.295,0.285,0.295,1.0,1.0,0.967,1.0,0.295,0.295,0.285,0.295,1.0,1.0,0.967,1.0,,,,
itokake01,2009,1,NPH,NL,234,45,0.295,0.295,0.246,0.267,0.295,1.0,0.834,0.906,1.0,0.295,0.246,0.267,0.295,1.0,0.834,0.906,1.0,,,,
itokake01,2010,1,NPH,NL,119,28,0.295,0.295,0.304,0.322,0.295,1.0,1.032,1.09,1.0,0.295,0.304,0.322,0.295,1.0,1.032,1.09,1.0,,,,
itokake01,2011,1,NPH,NL,85,31,0.295,0.295,0.449,0.42,0.295,1.0,1.523,1.425,1.0,0.295,0.449,0.42,0.295,1.0,1.523,1.425,1.0,,,,
itokake01,2012,1,NPH,NL,1,1,0.295,0.295,0.45,0.419,0.295,1.0,1.525,1.42,1.0,0.295,0.45,0.419,0.295,1.0,1.525,1.42,1.0,,,,
itokake01,2013,1,NPH,NL,0,0,0.295,0.295,0.295,0.326,0.295,1.0,1.0,1.105,1.0,0.295,0.295,0.326,0.295,1.0,1.0,1.105,1.0,,,,
